x,y,z
14.725,9.414,4.308
14.333,9.626,4.764
14.288,10.212,5.493
15.307,9.994,5.452
15.284,10.771,4.089
15.441,9.889,4.567
15.798,10.676,4.551
14.842,10.013,4.437
14.565,9.975,5.03
14.552,10.673,4.691
14.713,10.948,5.482
16.347,11.04,3.558
14.826,10.637,5.586
15.158,10.314,4.679
15.292,8.544,5.754
15.121,10.374,5.424
14.269,9.691,5.239
15.153,9.652,4.624
14.419,10.126,4.513
15.472,10.302,4.965
15.973,9.95,6.16
16.077,10.147,5.286
13.421,9.963,5.248
13.307,10.513,5.204
14.207,9.93,5.037
14.446,9.533,5.376
15.387,9.829,5.292
13.968,10.182,4.551
15.146,9.84,4.766
15.048,10.706,3.261
15.325,10.351,5.301
14.704,9.144,6.061
16.044,9.769,4.421
14.899,10.109,5.378
14.724,9.747,5.269
13.814,9.506,4.634
14.779,9.553,6.444
15.664,11.447,5.174
14.981,9.886,4.304
15.663,9.747,5.078
15.238,9.903,5.619
13.953,10.149,5.301
14.346,10.775,5.075
14.434,10.312,5.488
14.677,10.148,4.582
15.542,8.979,5.089
15.991,9.82,5.377
14.953,9.661,5.682
14.915,10.446,4.72
15.607,9.921,4.832
14.665,8.152,5.398
14.706,10.174,4.943
15.262,9.374,4.915
15.027,9.966,4.726
13.845,8.766,4.98
15.056,10.813,4.992
15.063,10.164,4.36
14.184,9.773,5.894
15.806,9.531,4.813
15.096,10.43,4.683
14.483,10.042,5.305
15.321,11.675,5.665
15.376,9.836,5.343
15.453,10.537,5.074
14.594,10.915,6.436
15.494,9.9,4.666
15.087,9.993,5.142
15.156,9.798,5.02
15.253,11.415,4.855
13.815,9.378,7.299
14.448,9.599,3.992
15.711,10.004,5.557
14.907,9.516,4.768
15.385,10.124,5.092
13.759,8.932,4.455
15.197,10.019,4.45
14.437,10.516,5.012
15.19,10.287,6.415
15.736,10.041,4.958
15.08,9.272,5.562
15.068,10.127,5.551
14.447,9.183,4.509
15.152,10.604,5.506
15.719,9.667,5.646
15.195,10.841,4.567
15.13,10.098,4.707
15.121,10.402,5.081
15.563,10.03,4.938
15.852,10.095,3.994
16.208,10.084,4.738
16.198,10.015,4.41
14.49,10.584,4.453
15.919,10.714,5.529
14.849,9.76,4.031
15.43,10.066,4.539
15.088,9.244,4.305
14.476,9.881,4.756
14.219,9.932,4.046
14.314,10.073,5.186
15.02,8.548,6.994
15.713,11.166,5.18
16.003,9.804,5.894
14.63,10.552,3.948
15.29,10.77,5.317
15.536,9.736,4.994
15.925,10.167,5.378
14.238,9.899,4.188
15.255,11.167,5.595
14.017,9.73,4.972
13.998,10.789,4.51
14.513,9.353,4.793
15.3,9.721,4.56
15.051,9.035,5.01
14.994,10.508,4.315
15.22,9.733,5.497
15.718,10.329,5.052
15.336,9.087,4.678
14.642,9.687,5.603
15.189,9.46,4.676
15.575,9.655,4.369
15.697,11.118,5.269
14.853,10.946,4.861
14.778,10.003,4.7
15.018,9.997,5.498
14.996,10.297,4.565
15.701,10.045,5.057
14.569,10.497,4.005
15.386,10.082,5.423
15.034,10.698,5.378
14.961,9.232,4.646
15.517,10.225,4.516
15.784,9.472,4.995
14.662,10.235,4.891
14.904,9.501,5.178
15.554,10.882,5.404
15.332,9.934,6.038
14.691,9.594,5.14
14.697,9.911,5.722
15.26,11.0,5.228
15.36,9.778,5.365
13.869,10.621,4.615
15.305,10.5,5.148
15.114,9.054,5.458
16.003,9.777,4.944
15.24,10.991,4.986
15.808,9.967,5.421
14.315,8.809,5.472
15.062,9.693,4.631
14.92,9.485,3.986
15.018,10.621,4.167
15.868,10.868,5.582
14.412,10.636,4.771
15.344,9.351,5.42
15.035,9.691,4.774
14.446,9.964,6.473
13.675,10.903,4.264
14.86,9.258,4.806
14.148,9.89,6.074
15.138,10.131,5.208
15.139,9.963,4.935
15.28,10.675,5.55
15.126,10.983,4.208
14.899,9.69,5.378
15.656,9.096,5.761
14.78,9.962,4.785
14.502,10.153,4.787
15.51,9.628,4.34
15.301,9.484,5.27
15.132,9.128,4.906
14.78,10.717,5.767
14.774,9.46,4.92
13.733,9.763,5.849
15.008,11.227,3.935
14.995,8.39,4.83
15.35,11.408,4.44
14.367,10.599,5.488
15.522,9.731,4.732
14.495,10.155,5.153
15.05,10.118,3.642
14.802,8.843,5.616
14.07,9.714,5.233
15.589,9.61,5.122
15.517,10.557,5.19
15.216,10.033,6.596
14.786,9.512,5.757
15.421,10.961,3.988
14.788,10.123,4.93
15.052,7.906,4.702
14.991,10.225,4.449
14.126,10.473,5.418
14.3,10.885,4.884
14.984,9.204,5.014
13.554,9.611,5.304
15.211,10.233,5.731
14.856,10.365,4.801
16.1,10.142,4.803
14.864,9.876,4.35
13.69,9.72,6.213
15.567,9.401,5.82
16.029,9.838,4.493
14.022,9.522,5.737
13.929,10.749,4.761
14.558,9.752,5.305
15.054,9.221,4.582
15.227,10.577,6.309
15.254,10.41,5.419
14.849,8.962,5.22
15.68,10.461,4.308
15.259,11.389,5.185
14.625,10.303,5.39
16.079,10.234,4.7
14.905,8.82,4.809
14.949,9.449,5.568
14.887,10.032,5.46
15.003,10.366,5.33
14.199,10.671,4.345
15.725,10.444,5.068
13.742,9.848,4.105
15.419,10.63,4.578
14.721,10.228,5.46
14.642,9.363,4.983
15.781,9.434,4.865
14.771,9.43,5.046
15.461,9.952,5.145
15.86,10.915,4.187
15.325,10.456,5.111
15.555,10.162,5.702
15.486,9.35,5.284
14.726,10.783,5.869
14.683,10.388,5.993
14.965,9.117,4.46
15.058,9.61,4.249
14.074,11.002,4.873
14.771,10.236,6.435
14.353,10.83,4.657
15.055,10.601,5.263
15.688,10.702,5.062
15.477,10.804,5.013
15.976,10.237,4.77
15.475,10.019,5.426
13.942,9.163,4.534
13.646,9.28,5.627
15.196,9.587,3.783
14.748,10.272,5.074
14.367,9.749,5.657
15.121,10.479,4.824
14.899,10.358,4.234
15.734,10.59,5.074
15.718,9.795,4.616
15.458,10.926,4.4
15.068,9.355,4.075
14.535,9.411,5.613
15.453,10.631,5.152
14.813,11.076,4.272
16.257,9.995,5.387
14.544,9.919,5.04
14.36,10.491,4.785
15.268,10.505,5.342
14.111,9.539,4.533
14.447,10.455,4.257
15.363,9.295,4.232
13.912,9.967,4.043
15.116,9.776,4.287
14.952,10.668,5.228
15.35,10.034,4.932
14.661,10.467,5.26
14.351,10.616,4.708
15.029,9.859,4.859
15.016,9.07,5.17
15.009,9.913,5.69
14.624,8.968,3.972
15.258,9.18,4.706
15.15,8.014,5.252
14.345,9.414,4.914
13.681,10.18,3.955
14.661,10.852,5.207
14.491,9.399,5.514
14.7,10.453,4.478
15.447,10.885,4.761
15.54,9.477,4.724
14.827,10.988,4.652
15.072,10.195,5.943
15.146,10.974,5.55
13.972,10.259,4.834
15.957,10.424,4.846
15.607,10.846,5.545
16.305,10.963,5.577
16.369,10.247,4.991
14.815,10.862,4.758
15.432,9.56,6.257
15.024,11.33,5.749
15.283,9.759,5.465
14.69,10.182,4.85
14.36,9.947,5.003
14.414,10.661,5.296
14.667,10.054,5.03
15.316,9.671,4.217
15.515,8.782,4.9
14.36,9.153,4.417
14.811,11.155,5.296
14.972,10.252,4.727
14.467,9.71,3.811
14.936,9.114,5.397
14.52,9.999,5.054
13.608,10.764,5.538
15.2,9.488,5.191
14.823,11.456,4.638
14.932,10.235,4.103
15.278,9.096,4.976
15.82,10.545,5.017
14.774,9.684,3.993
15.473,10.233,5.33
14.872,10.903,4.797
14.735,10.46,5.279
14.716,10.04,5.364
14.708,10.243,4.005
15.895,10.075,4.239
15.215,9.996,5.071
14.732,10.039,4.65
14.406,9.45,6.064
14.735,11.169,5.849
15.593,9.523,4.6
14.293,9.836,3.759
15.196,10.798,4.828
14.459,10.163,4.649
15.726,10.178,4.363
15.38,10.23,5.175
14.694,9.805,5.755
15.595,9.921,4.696
15.665,10.091,5.699
14.277,11.345,5.061
14.929,9.805,4.095
14.894,9.222,5.278
14.134,9.951,5.016
14.992,8.958,4.496
14.99,9.087,4.204
15.198,9.81,4.736
14.233,8.76,4.163
14.768,8.822,5.233
15.134,9.621,5.669
15.17,10.079,4.451
15.861,9.591,5.081
15.497,9.902,4.475
15.405,9.491,4.749
14.506,10.173,5.033
14.185,10.104,5.855
15.185,9.634,4.604
15.159,9.797,5.612
15.184,10.183,4.52
14.127,9.557,4.192
13.901,10.043,4.726
15.648,11.372,5.137
14.406,9.634,4.608
15.299,10.496,6.089
13.586,10.422,5.193
14.864,9.518,3.331
14.565,9.864,5.174
14.807,8.917,5.861
14.457,10.114,5.028
15.509,11.025,5.26
14.782,9.596,4.33
15.84,9.731,4.459
14.724,9.74,5.092
16.361,9.884,5.061
14.7,10.066,5.374
14.745,9.963,4.466
14.316,9.471,4.38
14.304,10.035,5.868
15.074,8.81,4.09
14.597,8.913,4.026
15.041,9.218,5.181
15.714,9.975,3.159
14.177,10.64,5.289
15.259,10.89,4.652
15.275,9.628,5.066
14.58,10.235,5.952
14.447,8.417,5.118
13.933,11.014,5.343
14.673,9.877,4.733
15.291,9.159,4.331
15.839,9.934,6.199
15.003,10.408,4.703
15.003,9.509,5.369
16.048,10.338,4.632
15.119,10.229,5.095
14.56,9.955,4.891
15.603,9.986,4.791
14.344,9.567,4.634
14.638,9.877,5.679
16.241,10.712,4.866
14.482,9.564,5.182
15.039,10.26,4.836
14.762,10.504,5.629
14.704,9.687,6.567
15.081,10.037,4.819
14.503,10.087,5.353
14.634,10.193,4.178
14.965,10.102,5.298
14.441,9.91,4.798
13.832,10.704,4.836
15.979,9.92,5.122
14.563,10.505,4.909
15.043,10.582,4.577
14.786,10.053,4.742
14.251,10.299,3.94
14.748,10.419,5.284
14.961,10.613,4.669
14.797,10.946,4.577
14.227,10.194,4.915
15.557,9.864,5.451
15.868,10.389,4.403
14.601,10.172,4.78
14.103,10.14,4.071
14.182,9.733,5.961
14.397,10.441,5.528
15.505,10.06,4.865
14.682,10.19,5.055
14.757,10.537,4.268
14.96,10.295,5.353
13.876,8.921,5.189
14.201,9.708,4.801
14.883,11.051,5.142
15.339,9.983,6.069
14.897,9.186,5.61
14.449,9.594,4.839
14.615,9.406,5.801
14.561,10.416,4.814
15.056,10.322,5.008
14.42,10.323,5.06
16.219,10.723,5.493
14.066,10.113,5.968
14.965,9.742,6.39
15.808,10.421,5.167
14.7,10.537,5.124
15.01,10.562,4.805
15.882,9.75,4.651
15.401,10.017,4.799
15.319,9.113,4.391
15.711,10.144,4.629
15.617,9.579,4.657
15.093,10.641,5.009
14.951,10.772,5.538
15.62,10.319,5.13
15.223,9.564,4.59
14.742,9.423,4.866
13.315,9.921,4.919
15.792,9.738,5.24
13.379,10.157,5.09
15.043,10.497,5.744
14.367,9.992,4.338
14.19,10.882,4.756
14.328,10.059,5.195
14.496,10.635,5.134
14.676,10.701,5.121
15.062,9.399,4.475
14.839,9.381,4.757
13.128,9.814,5.356
15.114,10.708,4.792
15.489,9.543,4.504
15.415,9.198,4.526
15.081,10.476,4.921
14.743,9.781,5.078
14.915,9.045,4.983
15.262,10.606,4.955
15.137,9.89,4.972
15.167,8.915,4.805
14.576,9.32,4.958
16.124,9.458,4.739
15.246,10.379,5.605
14.474,9.419,5.299
15.485,9.951,5.095
15.306,10.353,5.319
14.949,10.926,4.76
14.597,10.408,5.197
14.995,9.78,4.456
14.723,9.879,5.396
14.548,10.481,4.934
15.011,9.823,5.663
15.51,9.515,4.41
14.848,10.937,4.517
15.06,9.382,5.644
15.308,9.768,4.372
15.185,8.937,4.898
14.771,10.139,4.389
15.735,9.614,4.869
15.925,9.269,5.355
14.358,9.354,5.267
15.677,9.261,4.402
15.075,9.229,5.482
15.335,9.593,4.982
15.369,10.398,4.844
15.095,9.625,4.69
15.806,9.918,5.513
15.462,10.035,4.074
15.778,10.349,4.816
14.922,9.765,4.285
14.373,9.068,3.322
15.751,10.738,4.85
13.987,9.87,4.318
15.681,10.618,5.176
14.976,9.45,6.873
13.185,10.069,4.845
14.651,11.102,5.502
15.823,11.159,4.478
15.199,10.555,5.551
16.223,10.655,5.444
15.385,10.071,4.488
15.723,8.95,5.101
14.548,9.155,5.786
16.297,9.616,4.337
14.673,9.828,5.195
14.448,10.593,4.68
14.589,9.4,4.082
15.037,9.965,5.376
16.237,9.832,4.731
15.102,10.509,4.972
15.672,10.232,4.912
14.49,10.713,5.497
14.773,10.162,5.47
15.577,10.653,4.148
15.521,10.682,5.689
14.946,10.265,5.262
14.903,10.732,5.192
14.173,9.674,5.398
14.839,9.398,4.939
15.33,9.166,5.001
15.944,10.26,5.027
16.148,11.569,5.213
16.622,10.61,5.394
15.883,9.213,5.613
14.458,9.924,4.136
15.758,10.455,5.523
15.237,11.32,4.666
15.62,11.372,4.637
16.068,9.516,5.293
14.874,9.579,5.866
15.014,10.274,4.715
15.294,9.922,5.323
14.174,9.209,5.396
14.414,9.664,5.431
15.705,9.935,5.516
15.014,9.061,4.504
15.143,9.807,4.963
15.357,10.193,5.86
13.944,10.031,5.407
14.256,9.413,6.071
15.285,10.643,4.945
15.61,9.777,5.071
15.211,9.95,4.105
14.97,9.604,4.83
16.02,9.621,4.8
13.878,10.265,4.434
14.773,9.404,4.787
14.626,10.121,4.723
15.373,9.849,4.16
15.189,9.92,3.842
15.173,9.908,4.554
15.234,10.3,5.335
14.58,9.691,5.386
15.195,9.502,4.613
14.062,10.266,4.65
15.845,10.58,4.83
13.231,10.278,5.184
14.72,9.476,4.809
15.789,10.704,5.008
14.536,10.969,4.557
15.124,9.427,5.482
14.749,10.786,4.966
15.624,10.485,5.623
15.372,9.978,5.062
14.54,10.467,3.968
14.402,9.724,4.356
15.295,10.304,3.574
15.195,10.618,4.342
15.631,11.328,4.819
15.197,9.991,5.044
15.194,11.111,4.944
14.895,8.814,5.493
15.823,10.781,5.313
13.89,8.639,5.464
15.131,10.811,4.641
14.888,10.465,4.303
15.309,8.613,4.282
15.108,10.164,4.898
14.643,10.0,5.365
14.782,8.673,4.635
15.534,9.535,5.118
15.252,9.5,5.029
16.173,9.019,5.088
15.218,10.571,4.337
14.403,9.108,4.825
14.955,10.501,4.986
13.75,10.297,4.771
15.697,9.799,4.398
14.304,11.516,4.809
15.233,10.062,5.86
14.99,9.673,4.934
14.559,9.446,5.046
15.057,9.776,4.361
14.822,10.484,5.518
15.637,9.716,4.416
14.735,9.706,4.744
14.807,9.238,4.589
14.373,10.556,5.603
13.834,9.926,4.978
14.353,10.506,4.022
15.28,10.078,4.217
15.43,9.736,4.007
14.548,9.517,6.044
15.508,9.381,5.39
15.368,9.874,6.036
14.74,9.414,5.01
14.489,9.836,5.709
14.548,10.776,4.739
14.713,9.918,5.699
14.184,9.265,5.304
14.79,8.566,4.787
15.047,9.719,4.452
14.549,10.235,6.118
15.059,9.668,4.508
15.007,10.543,4.682
15.372,9.545,4.605
15.869,10.108,4.942
14.486,9.902,5.48
15.274,9.971,4.134
14.895,9.686,5.473
15.231,10.185,5.326
15.284,9.345,4.346
15.244,9.455,4.537
15.012,10.544,5.308
14.162,10.466,5.323
15.067,9.479,4.601
14.953,9.824,3.815
15.572,9.617,5.762
14.599,10.283,3.743
16.075,10.124,4.741
15.282,9.607,5.292
14.309,10.336,4.106
13.92,10.997,4.865
14.684,9.974,4.232
14.551,10.056,5.5
15.784,10.236,5.595
13.991,9.322,5.164
13.998,9.617,5.597
14.696,10.602,5.06
14.957,9.986,6.305
15.062,9.222,5.978
15.019,10.003,4.529
14.532,9.527,4.35
15.182,9.945,4.122
14.048,9.376,5.215
14.614,10.367,4.484
14.959,8.815,5.635
15.06,9.305,4.075
14.77,10.253,5.279
14.98,10.078,4.767
14.468,9.031,7.163
15.088,10.913,4.362
14.66,9.883,4.218
14.974,9.707,4.365
15.984,9.847,5.232
15.167,10.707,4.822
13.602,9.383,5.25
15.42,11.031,5.618
15.51,9.883,3.748
14.416,10.211,5.377
15.469,9.59,4.384
15.903,9.44,3.784
14.537,9.615,4.869
16.198,10.079,5.444
15.828,8.126,5.509
15.47,9.225,5.296
15.095,9.33,5.939
14.341,9.603,6.137
14.541,9.819,5.283
14.465,10.069,5.166
14.71,10.789,5.162
14.872,9.605,4.194
15.166,10.704,4.513
15.289,9.472,5.158
14.615,9.951,4.591
15.906,10.311,4.593
14.925,9.823,4.545
14.481,10.232,5.73
15.76,10.171,4.684
15.73,9.822,5.369
14.594,9.952,5.632
15.813,10.912,4.836
15.964,9.27,5.25
14.73,10.35,4.882
14.85,9.253,4.882
14.684,10.262,3.731
14.843,10.009,5.343
15.041,10.037,5.205
14.234,10.2,5.326
14.974,11.007,4.537
14.897,9.78,5.372
13.99,10.696,5.284
15.51,10.639,5.52
15.513,10.152,5.876
14.122,10.592,6.022
15.553,10.481,5.199
14.099,9.79,5.023
15.05,9.769,4.078
15.757,10.766,5.089
15.777,9.528,4.288
13.676,9.372,5.201
15.318,9.976,5.847
15.241,9.908,5.548
14.673,10.731,4.468
15.715,10.603,4.017
15.562,9.276,4.54
15.319,9.464,5.713
15.191,10.973,5.249
14.733,9.589,4.511
15.392,10.489,5.888
15.24,9.54,5.555
14.791,9.312,4.578
14.973,9.857,5.247
14.653,10.427,4.639
14.316,10.671,5.276
15.955,9.363,4.507
14.55,10.422,4.926
15.042,9.667,5.046
15.2,8.685,4.813
15.49,10.174,5.172
16.267,9.311,4.139
14.791,9.16,5.504
14.453,10.264,3.987
14.868,10.839,4.616
14.885,9.841,5.052
15.148,10.151,6.745
14.107,10.413,5.267
15.372,9.942,5.686
15.087,9.656,5.031
16.687,10.15,4.39
15.028,10.3,5.735
14.664,10.914,4.649
15.508,9.936,5.462
15.451,9.664,3.944
15.262,10.181,5.088
15.366,10.931,5.007
15.0,9.555,4.172
14.955,10.7,4.983
14.265,11.016,5.421
15.088,9.875,4.449
14.405,9.486,5.345
15.178,10.456,5.348
14.806,9.794,4.929
15.131,10.587,4.12
15.459,9.765,4.718
14.986,8.706,4.5
14.714,9.905,4.215
15.371,9.78,5.253
15.024,9.869,5.083
14.981,9.722,4.962
14.308,9.422,3.994
14.648,9.95,4.043
14.97,9.954,4.986
14.984,10.125,4.033
15.021,9.146,4.235
13.995,9.163,4.159
15.334,9.025,5.037
14.416,11.199,5.239
16.165,9.745,4.553
15.939,9.921,4.294
14.888,9.35,4.744
14.774,8.878,4.788
14.985,11.155,5.3
14.995,9.926,4.907
15.675,10.391,5.806
15.23,9.566,4.988
14.276,11.083,4.981
15.992,10.55,5.395
16.496,10.109,4.751
13.958,9.46,5.792
15.688,9.773,5.229
15.308,11.027,5.698
15.089,9.651,5.144
14.066,9.407,3.993
14.914,9.605,4.627
15.576,10.172,4.955
14.943,11.118,5.632
14.62,9.695,4.204
14.574,9.824,3.798
15.067,9.971,4.201
14.532,10.193,5.567
15.989,9.85,4.116
13.436,9.399,4.389
15.727,9.47,5.346
15.26,9.592,6.136
15.622,8.55,5.71
14.864,9.696,5.563
14.273,9.55,5.299
15.526,9.751,5.684
15.111,8.888,4.476
15.524,11.175,6.451
14.32,10.356,4.313
15.078,9.552,4.697
14.441,10.06,4.547
15.073,9.853,5.219
14.483,10.12,5.092
14.58,10.277,5.827
15.403,10.224,4.169
15.296,8.765,3.901
14.677,10.104,5.706
14.036,10.591,4.931
14.995,11.293,5.573
15.106,9.744,4.381
14.733,9.009,5.52
14.762,9.815,4.476
15.397,9.378,5.321
14.071,9.784,4.083
14.924,10.71,4.22
14.463,9.719,4.376
15.142,9.899,5.439
14.906,10.728,5.023
14.393,9.952,4.395
14.828,10.594,5.74
15.804,9.903,3.128
15.765,9.425,5.027
14.391,9.687,5.733
14.964,10.361,5.297
15.024,9.848,5.914
14.275,10.09,5.47
14.874,9.971,5.092
15.748,10.42,5.319
16.311,10.248,3.834
15.697,10.32,4.972
15.719,9.429,5.109
14.529,9.202,5.741
15.613,10.417,5.792
14.792,9.608,4.849
14.76,10.535,4.702
14.877,10.977,4.929
15.117,9.972,4.771
15.648,9.68,4.546
14.865,8.854,5.297
15.504,10.274,4.467
14.673,10.794,4.943
15.097,10.187,4.279
14.326,10.955,5.273
14.949,10.042,5.839
15.539,9.955,4.483
14.998,10.279,5.39
15.238,10.363,4.332
15.757,9.398,5.447
14.412,9.387,5.137
14.863,10.778,5.421
14.926,10.396,5.97
14.916,10.273,4.456
14.199,9.152,4.48
15.128,10.402,5.179
15.103,10.002,5.136
14.662,9.871,4.61
15.611,9.341,4.298
15.867,10.545,5.315
15.673,9.651,3.856
15.763,10.227,5.713
16.267,10.822,5.294
14.937,11.063,5.191
15.361,11.231,4.513
14.226,11.153,5.157
15.873,9.984,4.352
16.472,10.289,6.415
15.493,10.413,4.326
14.769,9.679,5.764
14.723,10.118,5.33
16.225,10.317,4.746
14.09,9.709,5.642
15.215,10.22,5.231
15.326,9.309,4.782
14.866,9.921,5.191
15.435,10.368,5.41
15.064,9.371,5.741
15.111,9.364,6.648
15.607,10.814,4.581
15.595,9.928,4.654
14.003,9.131,4.908
14.976,9.067,5.241
14.132,10.23,4.834
14.89,9.172,4.349
15.17,8.84,4.096
14.515,8.588,5.206
13.9,10.298,4.634
14.923,10.033,5.496
14.681,9.19,5.011
15.159,10.921,5.863
14.074,9.399,4.9
15.223,9.417,5.269
14.664,8.304,4.896
14.208,10.435,4.753
14.389,10.01,4.804
15.54,10.25,4.735
16.399,10.618,5.006
15.31,10.222,4.57
13.79,9.046,4.563
15.653,10.159,4.846
15.142,9.916,5.685
15.825,9.768,5.225
14.296,9.474,6.022
15.445,10.477,4.618
15.038,9.137,5.452
15.357,9.59,5.261
15.022,9.792,4.203
14.764,9.767,4.734
15.381,10.456,4.732
15.15,8.968,3.486
15.624,9.512,4.194
14.429,10.311,5.397
14.774,10.755,4.836
14.904,9.471,5.228
15.605,10.199,5.313
14.848,9.01,5.114
15.206,9.751,5.254
15.3,9.587,4.995
15.122,10.998,4.555
15.273,10.582,4.12
15.618,9.895,4.815
14.935,9.793,5.181
15.32,9.149,4.216
15.008,9.726,6.206
15.01,9.684,4.69
14.828,11.145,5.229
15.663,9.898,6.082
15.807,9.417,6.209
15.261,10.121,5.186
14.272,9.636,4.485
14.646,10.098,5.071
14.7,10.416,4.777
15.195,9.761,4.551
14.862,9.391,5.007
16.04,10.641,5.732
13.844,10.913,5.228
14.773,10.119,4.227
15.865,9.801,4.991
14.353,10.588,4.935
15.193,9.399,4.344
15.608,10.157,3.814
15.491,9.676,5.511
15.017,11.262,4.14
15.489,10.26,5.41
15.396,10.257,3.276
14.446,9.733,4.923
15.05,10.174,5.09
15.299,11.158,5.414
15.676,10.068,5.296
16.32,9.56,4.612
15.749,10.289,3.78
14.566,9.973,5.105
14.605,10.278,4.242
14.003,10.108,5.557
14.845,9.555,4.584
14.647,10.743,5.196
15.047,9.667,4.415
14.751,9.069,5.639
15.374,10.798,4.791
15.823,9.594,5.831
15.501,9.587,4.382
15.043,10.188,4.598
15.543,11.188,5.573
14.545,9.048,5.936
15.643,9.937,5.712
13.603,9.005,4.787
15.532,11.291,4.553
15.401,9.325,3.372
15.008,10.802,4.724
14.496,9.73,4.101
14.518,11.018,5.258
15.905,10.261,5.101
14.854,9.936,5.674
13.991,9.429,5.293
14.942,9.716,5.248
14.228,10.017,4.968
14.634,9.738,5.325
14.619,9.624,5.687
14.768,9.346,5.212
13.951,10.487,5.077
15.586,9.358,5.5
14.452,9.648,4.889
14.519,9.993,4.831
15.943,10.536,5.914
15.679,8.701,4.299
14.682,10.06,5.95
14.793,10.258,4.587
16.409,10.528,4.927
15.19,10.112,5.786
15.322,10.128,4.035
14.363,9.815,4.165
16.212,10.77,4.914
15.435,9.111,5.249
15.428,9.411,5.615
15.538,10.147,6.372
14.32,9.404,5.048
14.143,9.9,6.173
14.541,9.927,4.49
15.007,9.84,5.061
14.985,10.277,4.717
15.438,10.221,3.673
15.772,9.776,5.001
15.076,9.967,5.299
16.231,9.787,4.659
13.641,9.404,4.746
15.343,10.388,4.696
15.375,9.18,4.665
14.861,9.751,4.495
14.468,10.485,4.536
15.646,8.641,3.92
14.088,10.391,6.201
14.739,10.307,5.288
14.773,10.183,5.605
16.265,10.852,4.53
14.553,10.109,4.148
15.922,10.92,4.943
14.952,10.768,5.141
15.365,9.562,4.547
14.942,11.058,4.659
14.833,9.853,5.828
15.381,10.255,4.921
14.759,10.598,5.243
15.615,9.021,4.889
14.955,10.629,5.515
15.635,10.343,5.067
14.241,9.54,3.738
14.808,9.597,4.504
15.426,11.567,4.915
14.203,10.647,4.263
14.927,10.175,5.371
14.146,10.356,5.601
14.95,9.151,4.811
15.165,10.903,4.49
14.794,10.065,4.139
14.634,9.761,5.102
14.347,10.792,5.178
14.537,9.806,5.268
14.725,10.534,5.187
14.382,10.396,6.29
14.659,10.183,4.774
14.644,10.729,3.964
14.351,10.795,4.465
14.984,9.908,5.851
14.013,10.532,4.492
14.164,10.037,4.69
16.86,9.103,5.186
14.413,10.666,5.446
15.896,10.603,4.543
14.726,10.749,4.969
14.349,11.504,5.882
14.79,10.4,5.134
15.446,10.884,4.832
15.058,9.241,4.492
15.367,10.219,4.678
14.737,8.713,5.515
15.8,10.018,5.365
15.668,9.598,4.837
14.028,9.625,5.307
15.262,9.964,4.807
15.913,9.877,5.438
15.311,10.886,5.586
14.325,10.07,4.645
14.799,9.356,4.685
13.667,9.916,4.749
14.395,9.796,5.329
14.302,9.774,5.303
15.741,9.994,4.939
14.114,10.659,5.578
14.935,9.803,4.893
14.897,9.454,4.955
15.961,11.73,5.017
14.135,9.366,5.191
14.57,9.61,4.451
15.06,10.373,4.893
15.706,9.164,5.853
15.322,10.273,5.243
15.239,10.029,5.517
14.283,10.752,3.777
14.984,9.163,6.05
14.806,9.945,4.114
14.957,9.709,4.81
14.339,9.111,5.271
14.191,9.042,5.253
14.231,9.764,4.905
15.379,9.223,4.896
14.393,10.769,5.41
15.397,11.029,4.631
15.951,10.453,5.978
15.078,8.367,5.204
14.51,10.088,4.226
14.754,10.999,4.873
14.534,9.746,5.394
15.16,9.998,4.392
14.859,10.556,5.199
15.195,8.418,5.16
14.884,10.814,3.985
15.346,10.54,4.196
15.441,10.904,4.899
15.728,9.011,5.415
14.846,9.881,5.15
15.747,10.209,4.845
15.427,9.987,5.342
14.433,10.402,4.894
15.788,9.897,4.825
15.593,10.379,4.603
15.558,10.151,5.325
15.177,10.528,4.956
16.037,10.189,5.696
15.66,9.097,4.048
15.022,10.793,5.045
15.594,10.09,5.555
14.157,9.238,4.261
14.352,10.554,5.22
14.006,10.213,5.095
13.75,9.775,5.52
15.126,10.885,4.689
14.978,10.53,4.367
14.891,9.927,3.694
14.058,11.242,4.415
15.088,9.893,4.446
15.126,9.913,5.736
14.093,10.904,5.057
15.438,10.399,6.328
15.5,9.111,4.779
14.701,10.332,5.216
15.375,9.363,4.373
14.316,9.207,5.011
14.66,11.087,4.44
14.56,9.304,5.738
16.041,9.56,5.539
15.722,10.718,4.902
14.939,10.17,5.282
15.677,10.408,4.941
14.574,10.144,5.061
16.033,9.429,3.965
15.595,9.409,4.819
15.545,10.025,4.964
15.699,9.442,5.524
14.275,10.621,4.679
14.86,10.414,5.062
15.53,11.135,4.558
14.864,9.69,5.418
15.207,9.981,4.587
13.037,9.475,4.159
15.11,9.425,5.735
14.827,9.873,4.145
15.519,10.032,4.955
15.948,9.296,4.953
15.164,10.351,4.399
14.247,10.618,4.785
14.439,8.811,4.04
15.784,10.29,5.979
15.065,9.702,4.688
14.813,10.072,3.768
15.131,9.08,4.702
14.937,9.965,3.712
15.816,10.14,4.9
14.706,10.435,4.866
15.02,8.956,5.3
15.281,10.92,5.171
14.099,9.745,4.259
15.039,10.774,5.775
15.367,9.988,4.264
15.053,9.346,4.617
15.334,10.05,6.004
14.254,10.103,5.375
15.188,8.676,5.168
15.643,10.789,4.943
